,file_name,extension,update_stamp,full_path,source
229,Ko-2022-Incidence Rate of Bee Venom Acupunctur.pdf,pdf,2023-01-04 11:20:36,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3289099770/Ko-2022-Incidence Rate of Bee Venom Acupunctur.pdf,dropbox
230,Donaldson-2022-Thermoreversible Reverse-Phase-.pdf,pdf,2023-01-04 11:37:20,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3594751252/Donaldson-2022-Thermoreversible Reverse-Phase-.pdf,dropbox
231,Brown-2022-Evaluation of family planning and a.pdf,pdf,2022-07-25 12:24:44,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3211441679/Brown-2022-Evaluation of family planning and a.pdf,dropbox
232,Orme-2022-Systematic Review with Meta-Analysis.pdf,pdf,2022-07-25 12:47:51,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3650265134/Orme-2022-Systematic Review with Meta-Analysis.pdf,dropbox
233,Wakiya-2021-Roles of the nervous system in pan.pdf,pdf,2023-01-04 11:37:50,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/4206140846/Wakiya-2021-Roles of the nervous system in pan.pdf,dropbox
234,Zhao-2022-CircTMTC1 contributes to nasopharyng.pdf,pdf,2022-07-25 18:02:42,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3119609031/Zhao-2022-CircTMTC1 contributes to nasopharyng.pdf,dropbox
235,Lopez Sanchez-2022-Comparison of Diabetes Mell.pdf,pdf,2022-07-25 12:42:14,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/4042002866/Lopez Sanchez-2022-Comparison of Diabetes Mell.pdf,dropbox
236,Hertel-2022-Preconditioning Methods to Improve.pdf,pdf,2023-01-04 11:49:38,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/4179937801/Hertel-2022-Preconditioning Methods to Improve.pdf,dropbox
237,Song-2021-LINC00857 promotes the proliferation.pdf,pdf,2022-08-03 17:09:41,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1734575197/Song-2021-LINC00857 promotes the proliferation.pdf,dropbox
238,Molina-2022-Medical students' exposure to and.pdf,pdf,2022-07-25 12:42:07,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0371653516/Molina-2022-Medical students' exposure to and.pdf,dropbox
239,Cabrales-2022-Trustors' disregard for trustees.pdf,pdf,2022-07-25 12:24:50,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2474738234/Cabrales-2022-Trustors' disregard for trustees.pdf,dropbox
240,Otero Varela-2022-International Classification.pdf,pdf,2022-07-25 12:47:58,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1615935710/Otero Varela-2022-International Classification.pdf,dropbox
241,Khani Jeihooni-2022-Physical activity behavior.pdf,pdf,2022-07-25 12:39:04,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2577737062/Khani Jeihooni-2022-Physical activity behavior.pdf,dropbox
242,Mostafa-2022-Epigallocatechin-3-gallate Enhanc.pdf,pdf,2023-01-04 11:47:12,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2039723617/Mostafa-2022-Epigallocatechin-3-gallate Enhanc.pdf,dropbox
243,Agrawal-2022-The capillary lobule variant of r.pdf,pdf,2023-01-04 11:21:16,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2474738233/Agrawal-2022-The capillary lobule variant of r.pdf,dropbox
244,Li-2022-LPCAT1 acts as an independent prognost.pdf,pdf,2023-01-12 17:10:34,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0628175008/Li-2022-LPCAT1 acts as an independent prognost.pdf,dropbox
245,Yao-2022-Bacterial composition and colony stru.pdf,pdf,2022-07-25 12:52:04,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3190872425/Yao-2022-Bacterial composition and colony stru.pdf,dropbox
246,de Nola-2022-Dimerization of kringle 1 domain.pdf,pdf,2023-01-04 11:37:26,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1590079443/de Nola-2022-Dimerization of kringle 1 domain.pdf,dropbox
247,"Huang-2022-Prevalence, characteristics, and re.pdf",pdf,2023-01-04 11:49:38,"/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1597141722/Huang-2022-Prevalence, characteristics, and re.pdf",dropbox
248,Faherty-2022-Correlation of transthoracic echo.pdf,pdf,2022-07-25 12:27:05,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1590079444/Faherty-2022-Correlation of transthoracic echo.pdf,dropbox
249,Zhao-2021-CXCR4 promotes gefitinib resistance.pdf,pdf,2022-07-25 18:03:10,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1111088131/Zhao-2021-CXCR4 promotes gefitinib resistance.pdf,dropbox
250,Nasioudis-2022-Safety of ovarian preservation.pdf,pdf,2023-01-04 11:20:29,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3130390642/Nasioudis-2022-Safety of ovarian preservation.pdf,dropbox
251,Fujii-2022-Clinical impact of body composition.pdf,pdf,2023-01-04 11:42:45,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3333574075/Fujii-2022-Clinical impact of body composition.pdf,dropbox
252,Bjornkjaer-Niel-2021-Corticosteroid treatment.pdf,pdf,2023-01-04 11:38:30,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3442649989/Bjornkjaer-Niel-2021-Corticosteroid treatment.pdf,dropbox
253,Heresi-2022-Identifying Patients with Group 3.pdf,pdf,2023-01-04 11:49:41,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3886393012/Heresi-2022-Identifying Patients with Group 3.pdf,dropbox
254,Zupan-2022-Language disorder and internalizing.pdf,pdf,2022-07-25 12:52:52,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2350034047/Zupan-2022-Language disorder and internalizing.pdf,dropbox
255,Hishida-2022-Effects of Elobixibat in Patients.pdf,pdf,2022-07-25 12:37:49,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3194224870/Hishida-2022-Effects of Elobixibat in Patients.pdf,dropbox
256,Kanavitoon-2022-Lung ultrasound is non-inferio.pdf,pdf,2023-01-04 11:49:33,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1862875639/Kanavitoon-2022-Lung ultrasound is non-inferio.pdf,dropbox
257,Calhoun-2022-_I Got What I Came for__ A Qualit.pdf,pdf,2022-07-25 12:24:49,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0631704567/Calhoun-2022-_I Got What I Came for__ A Qualit.pdf,dropbox
258,Mohamed-2022-Evidence-based and adverse-effect.pdf,pdf,2022-07-25 12:41:57,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2273885595/Mohamed-2022-Evidence-based and adverse-effect.pdf,dropbox
259,Zhou-2021-MET inhibition enhances PARP inhibit.pdf,pdf,2022-07-25 18:02:55,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2521437314/Zhou-2021-MET inhibition enhances PARP inhibit.pdf,dropbox
260,Palaia-2022-Liquid biopsy in the assessment of.pdf,pdf,2023-01-04 11:47:09,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2045826606/Palaia-2022-Liquid biopsy in the assessment of.pdf,dropbox
261,Azraai-2021-Observational cohort study of the.pdf,pdf,2022-07-25 18:01:51,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2165884608/Azraai-2021-Observational cohort study of the.pdf,dropbox
262,Zhang-2022-MACC1 promotes pancreatic cancer me.pdf,pdf,2023-01-04 11:41:24,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0711645629/Zhang-2022-MACC1 promotes pancreatic cancer me.pdf,dropbox
263,Dahel-2022-Determining Factors Influencing RAS.pdf,pdf,2022-07-25 12:25:45,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3287385122/Dahel-2022-Determining Factors Influencing RAS.pdf,dropbox
264,Leyria-2022-Impact of JH Signaling on Reproduc.pdf,pdf,2023-01-04 11:47:29,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/4005987939/Leyria-2022-Impact of JH Signaling on Reproduc.pdf,dropbox
265,Padron-2022-Sotigalimab and_or nivolumab with.pdf,pdf,2023-01-04 11:20:18,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0628175009/Padron-2022-Sotigalimab and_or nivolumab with.pdf,dropbox
266,Okumura-2022-Hepatocyte Growth Factor Enhances.pdf,pdf,2023-01-04 11:47:13,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2542116721/Okumura-2022-Hepatocyte Growth Factor Enhances.pdf,dropbox
267,Nasioudis-2022-Adjuvant chemotherapy for stage.pdf,pdf,2023-01-04 11:20:25,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1734575196/Nasioudis-2022-Adjuvant chemotherapy for stage.pdf,dropbox
268,Luger-2022-Molecular matched targeted therapie.pdf,pdf,2022-07-25 12:40:36,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1156541312/Luger-2022-Molecular matched targeted therapie.pdf,dropbox
269,Fuggle-2022-Management of hand osteoarthritis_.pdf,pdf,2022-07-25 12:37:03,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/4206140847/Fuggle-2022-Management of hand osteoarthritis_.pdf,dropbox
270,Mata-2022-Complementary therapies in the contr.pdf,pdf,2022-07-25 12:41:25,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2039723618/Mata-2022-Complementary therapies in the contr.pdf,dropbox
271,Evans-2022-Use of computerised adaptive testin.pdf,pdf,2022-07-25 12:26:41,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3594751253/Evans-2022-Use of computerised adaptive testin.pdf,dropbox
272,Matteucci-2009-Nuclear localization of active.pdf,pdf,2023-01-04 11:51:22,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1604765403/Matteucci-2009-Nuclear localization of active.pdf,dropbox
273,Buhusi-2022-Brain-Derived Neurotrophic Factor.pdf,pdf,2023-01-04 11:21:10,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3211441678/Buhusi-2022-Brain-Derived Neurotrophic Factor.pdf,dropbox
274,Hermel-2020-Acute dilated cardiomyopathy in th.pdf,pdf,2022-07-25 12:37:59,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1566288819/Hermel-2020-Acute dilated cardiomyopathy in th.pdf,dropbox
275,Girolami-2022-Artificial intelligence applicat.pdf,pdf,2023-01-04 11:37:21,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3455528525/Girolami-2022-Artificial intelligence applicat.pdf,dropbox
276,Geldsetzer-2022-A systematic review of healthc.pdf,pdf,2022-07-25 12:37:29,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0382697713/Geldsetzer-2022-A systematic review of healthc.pdf,dropbox
277,Torr-2022-A digital pathway for genetic testin.pdf,pdf,2022-07-25 12:50:50,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1604765404/Torr-2022-A digital pathway for genetic testin.pdf,dropbox
278,Jones-2022-A miniaturized screening platform t.pdf,pdf,2023-01-04 11:42:14,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3922957435/Jones-2022-A miniaturized screening platform t.pdf,dropbox
279,Mein-2022-Spot-scanning hadron arc (SHArc) the.pdf,pdf,2023-01-04 11:41:58,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1486222841/Mein-2022-Spot-scanning hadron arc (SHArc) the.pdf,dropbox
280,Sheng-2021-Upregulation of Linc00284 Promotes.pdf,pdf,2022-08-03 17:10:04,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3289099771/Sheng-2021-Upregulation of Linc00284 Promotes.pdf,dropbox
281,Anstey-2022-Development of the CogDrisk tool t.pdf,pdf,2022-07-25 12:23:40,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1734575198/Anstey-2022-Development of the CogDrisk tool t.pdf,dropbox
282,Moussa-2022-Myofibroblasts_ A key promoter of.pdf,pdf,2022-07-25 12:42:04,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3439037746/Moussa-2022-Myofibroblasts_ A key promoter of.pdf,dropbox
283,Veldhuijzen van-2022-FAPI PET versus FDG PET.pdf,pdf,2023-01-04 11:41:27,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3194224869/Veldhuijzen van-2022-FAPI PET versus FDG PET.pdf,dropbox
284,Eke-2022-Adherence Predictors in Pregnant Wome.pdf,pdf,2022-07-25 12:26:33,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3182432947/Eke-2022-Adherence Predictors in Pregnant Wome.pdf,dropbox
285,"Yang-2022-Efficacy, prognosis and safety analy.pdf",pdf,2022-07-25 12:51:53,"/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2775476041/Yang-2022-Efficacy, prognosis and safety analy.pdf",dropbox
286,Zhitny-2022-Regional and Acute Pain Anesthesio.pdf,pdf,2022-07-25 12:52:45,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1539942439/Zhitny-2022-Regional and Acute Pain Anesthesio.pdf,dropbox
287,Nam-2022-Synthesis and Biological Evaluation o.pdf,pdf,2023-01-12 17:10:26,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1101513926/Nam-2022-Synthesis and Biological Evaluation o.pdf,dropbox
288,Kang-2022-SH005S7 Overcomes Primary and Acquir.pdf,pdf,2023-01-04 11:20:52,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2053999931/Kang-2022-SH005S7 Overcomes Primary and Acquir.pdf,dropbox
289,Pipino-2022-Effect of the Human Amniotic Membr.pdf,pdf,2022-07-25 12:48:36,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2000419805/Pipino-2022-Effect of the Human Amniotic Membr.pdf,dropbox
290,Goodlad-2022-Spread of Covid-19 in hemodialysi.pdf,pdf,2022-07-25 12:37:26,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3442649990/Goodlad-2022-Spread of Covid-19 in hemodialysi.pdf,dropbox
291,Sunthararajah-2022-Exploring patients' experie.pdf,pdf,2022-07-25 12:50:13,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3398284700/Sunthararajah-2022-Exploring patients' experie.pdf,dropbox
292,Su-2022-Yak Gut Microbiota_ A Systematic Revie.pdf,pdf,2022-07-25 12:50:07,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1289547084/Su-2022-Yak Gut Microbiota_ A Systematic Revie.pdf,dropbox
293,2022-QuickStats_ Percentage_ of Adults Aged __.pdf,pdf,2022-07-25 15:35:43,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/4206391009/2022-QuickStats_ Percentage_ of Adults Aged __.pdf,dropbox
294,Yoon-2022-Prognostic value of preoperative ser.pdf,pdf,2023-01-04 11:19:55,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3829176423/Yoon-2022-Prognostic value of preoperative ser.pdf,dropbox
295,Hao-2022-The Clinical Effect of High-Flow Oxyg.pdf,pdf,2023-01-04 11:49:44,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/4254398300/Hao-2022-The Clinical Effect of High-Flow Oxyg.pdf,dropbox
296,Kumar-2022-Global epidemiology of amyloid ligh.pdf,pdf,2022-07-25 12:39:48,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0655495367/Kumar-2022-Global epidemiology of amyloid ligh.pdf,dropbox
297,Tugcu-2021-In silico Modeling and Toxicity Pro.pdf,pdf,2022-08-03 17:09:02,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3829176424/Tugcu-2021-In silico Modeling and Toxicity Pro.pdf,dropbox
298,Fullerton-2022-Exposure to High Altitude Promo.pdf,pdf,2023-01-04 11:49:48,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1289547083/Fullerton-2022-Exposure to High Altitude Promo.pdf,dropbox
299,Lee-2022-Effectiveness of mindfulness parent t.pdf,pdf,2022-07-25 12:39:57,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1402961682/Lee-2022-Effectiveness of mindfulness parent t.pdf,dropbox
300,Tanaka-2021-The Role of HGF_MET Signaling in M.pdf,pdf,2022-08-03 17:09:26,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1101513928/Tanaka-2021-The Role of HGF_MET Signaling in M.pdf,dropbox
301,Zhao-2022-Multidrug resistance genes screening.pdf,pdf,2023-01-12 17:10:14,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2044897760/Zhao-2022-Multidrug resistance genes screening.pdf,dropbox
302,Ko-2022-Assessment of Long-term Psychological.pdf,pdf,2023-01-04 11:20:40,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1374344042/Ko-2022-Assessment of Long-term Psychological.pdf,dropbox
303,Kang-2022-A nomogram for predicting three or m.pdf,pdf,2022-07-25 12:38:47,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2886756951/Kang-2022-A nomogram for predicting three or m.pdf,dropbox
304,Sutherland-2022-Developing Strategic Recommend.pdf,pdf,2022-07-25 12:50:45,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2967581135/Sutherland-2022-Developing Strategic Recommend.pdf,dropbox
305,Thomann-2020-YAP Orchestrates Heterotypic Endo.pdf,pdf,2023-01-04 11:51:12,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2980698997/Thomann-2020-YAP Orchestrates Heterotypic Endo.pdf,dropbox
306,King-2021-Phagocyte extracellular traps in chi.pdf,pdf,2023-01-04 11:21:39,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1960709858/King-2021-Phagocyte extracellular traps in chi.pdf,dropbox
307,Zhu-2022-Tumor-derived extracellular vesicles.pdf,pdf,2022-07-25 18:03:03,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/4117573840/Zhu-2022-Tumor-derived extracellular vesicles.pdf,dropbox
308,Paula-2022-The Effect of Diet on the Cardiac C.pdf,pdf,2023-01-04 11:36:38,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3244173419/Paula-2022-The Effect of Diet on the Cardiac C.pdf,dropbox
309,Cao-2022-Accuracy of controlled attenuation pa.pdf,pdf,2022-07-25 12:24:56,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0352406219/Cao-2022-Accuracy of controlled attenuation pa.pdf,dropbox
310,Nguyen-2022-Reliability of Smartphone Accelero.pdf,pdf,2022-07-25 12:47:30,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0937558955/Nguyen-2022-Reliability of Smartphone Accelero.pdf,dropbox
311,Hassan-2022-Ascitic fluid shear stress in conc.pdf,pdf,2023-01-04 11:49:43,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0372160268/Hassan-2022-Ascitic fluid shear stress in conc.pdf,dropbox
312,Deya-2022-Yield and Coverage of Active Case Fi.pdf,pdf,2022-07-25 12:25:57,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0352118606/Deya-2022-Yield and Coverage of Active Case Fi.pdf,dropbox
313,Kindlovits-2022-Effects of Acute and Chronic E.pdf,pdf,2023-01-04 11:49:22,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0094307397/Kindlovits-2022-Effects of Acute and Chronic E.pdf,dropbox
314,He-2022-Related Factors and Outcome of Spinal.pdf,pdf,2022-07-25 12:37:44,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0711645630/He-2022-Related Factors and Outcome of Spinal.pdf,dropbox
315,Lopez-Ballester-2022-Assessing availability of.pdf,pdf,2022-07-25 12:40:29,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1708302647/Lopez-Ballester-2022-Assessing availability of.pdf,dropbox
316,Ungefroren-2022-The Quasimesenchymal Pancreati.pdf,pdf,2023-01-04 11:41:32,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3259267545/Ungefroren-2022-The Quasimesenchymal Pancreati.pdf,dropbox
317,Wang-2022-Prognostic Predictive Characteristic.pdf,pdf,2022-07-25 12:51:23,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1787897525/Wang-2022-Prognostic Predictive Characteristic.pdf,dropbox
318,Sun-2022-Optical coherence tomography of the p.pdf,pdf,2023-01-04 11:48:36,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3278182218/Sun-2022-Optical coherence tomography of the p.pdf,dropbox
319,Domogalla-2021-Rural Latino parent and child p.pdf,pdf,2023-01-04 11:21:43,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0076065817/Domogalla-2021-Rural Latino parent and child p.pdf,dropbox
320,Tuudah-2022-Non-Pharmacological Integrated Int.pdf,pdf,2022-07-25 12:51:01,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2542674957/Tuudah-2022-Non-Pharmacological Integrated Int.pdf,dropbox
321,Tahira-2021-Dimer Interface in Natural Variant.pdf,pdf,2022-08-03 17:09:34,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0628175010/Tahira-2021-Dimer Interface in Natural Variant.pdf,dropbox
322,Ackah-2022-COVID-19 vaccine hesitancy in Afric.pdf,pdf,2022-07-25 12:23:12,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3829176425/Ackah-2022-COVID-19 vaccine hesitancy in Afric.pdf,dropbox
323,Alshafeiy-2022-Positive Predictive Value for t.pdf,pdf,2022-07-25 12:23:33,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1101513929/Alshafeiy-2022-Positive Predictive Value for t.pdf,dropbox
324,Huang-2022-Blockade of c-Met-Mediated Signalin.pdf,pdf,2023-01-04 11:47:39,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1372261795/Huang-2022-Blockade of c-Met-Mediated Signalin.pdf,dropbox
325,Chan-2019-eIF4A supports an oncogenic translat.pdf,pdf,2023-01-12 14:35:26,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3829176422/Chan-2019-eIF4A supports an oncogenic translat.pdf,dropbox
326,Bartolomei-2022-Clinical Management of Neuroen.pdf,pdf,2023-01-04 11:43:06,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0655495366/Bartolomei-2022-Clinical Management of Neuroen.pdf,dropbox
327,Gonzalez-2022-Outcomes after Frey's procedure.pdf,pdf,2023-01-04 11:42:36,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1192707555/Gonzalez-2022-Outcomes after Frey's procedure.pdf,dropbox
328,Smith-2022-Genome-wide association and genotyp.pdf,pdf,2022-07-25 12:49:55,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/4254398301/Smith-2022-Genome-wide association and genotyp.pdf,dropbox
329,Ueda-2022-Demographic and clinical characteris.pdf,pdf,2023-01-04 11:20:10,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1101513927/Ueda-2022-Demographic and clinical characteris.pdf,dropbox
330,Seet-Lee-2022-The effect of aerobic exercise o.pdf,pdf,2023-01-04 11:48:42,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2000419804/Seet-Lee-2022-The effect of aerobic exercise o.pdf,dropbox
331,Gonzalez-2022-Outcomes after Frey's procedure.pdf,pdf,2023-01-04 11:37:06,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3182432946/Gonzalez-2022-Outcomes after Frey's procedure.pdf,dropbox
332,Zhang-2022-Study on the expression of c-Met in.pdf,pdf,2022-07-25 18:02:15,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1499150323/Zhang-2022-Study on the expression of c-Met in.pdf,dropbox
333,Wang-2022-Cell-cell contact-driven EphB1 cis-.pdf,pdf,2023-01-04 11:46:42,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1708302646/Wang-2022-Cell-cell contact-driven EphB1 cis-.pdf,dropbox
334,Qin-2022-HGF_c-Met pathway facilitates the per.pdf,pdf,2023-01-04 11:41:46,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/4005446151/Qin-2022-HGF_c-Met pathway facilitates the per.pdf,dropbox
335,Ito-2019-Targeting PKCiota-PAK1 signaling path.pdf,pdf,2023-01-04 11:51:32,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2542674956/Ito-2019-Targeting PKCiota-PAK1 signaling path.pdf,dropbox
336,Atkins-2022-Barriers and enablers to switching.pdf,pdf,2022-07-25 12:23:35,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0628175011/Atkins-2022-Barriers and enablers to switching.pdf,dropbox
337,Todo-2022-Intratumoral oncolytic herpes virus.pdf,pdf,2022-07-25 12:50:37,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/2980698998/Todo-2022-Intratumoral oncolytic herpes virus.pdf,dropbox
338,Hussain-2022-Targeting the complement system i.pdf,pdf,2023-01-04 11:42:22,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0661761151/Hussain-2022-Targeting the complement system i.pdf,dropbox
339,Park-2022-A quick Sequential Organ Failure Ass.pdf,pdf,2022-07-25 12:48:21,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/3278182219/Park-2022-A quick Sequential Organ Failure Ass.pdf,dropbox
340,Sitali-2022-Experimental animal models and the.pdf,pdf,2022-07-25 12:49:47,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/0372160269/Sitali-2022-Experimental animal models and the.pdf,dropbox
341,"Acevedo-2022-Regulation of growth, invasion an.pdf",pdf,2022-07-25 15:35:55,"/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1292413412/Acevedo-2022-Regulation of growth, invasion an.pdf",dropbox
342,Wang-2022-LncRNA HOTTIP Knockdown Attenuates A.pdf,pdf,2023-01-04 11:48:26,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1615935709/Wang-2022-LncRNA HOTTIP Knockdown Attenuates A.pdf,dropbox
343,Aftimos-2021-The NHance((R)) Mutation-Equipped.pdf,pdf,2022-07-25 15:36:10,/Users/hazmini/Dropbox/Mac/Documents/Endnote/MET.Data/PDF/1020406649/Aftimos-2021-The NHance((R)) Mutation-Equipped.pdf,dropbox
